,user,text,classe
512,muylaerte,"Proporcionalmente, a pandemia no Brasil é quase 7 vezes mais letal que no resto do mundo. Com pouco mais de 2% da população mundial, país registra média de 15% de contágios e mortes por covid-19 no planeta. Ou seja, sob o ponto de vista sanitário, o Brasil é uma vergonha.",Negativo
525,_Tainaraa_z,"Não estava preparada pra pegar o Covid-19 e ficar 15 dias sem sair de casa, 5° dia  e eu já estou fazendo bosta no cabelo",Neutro
526,Tatinha,"""ah, mas está tudo voltando ao normal""
O normal da flexibilização baseada em nada: https://t.co/J4Abj6CYKg",Neutro
527,GarotoSkywalker,"Estou passando a achar que não foi um resfriado e, sim, COVID-19. Meu olfato ainda está prejudicado até hoje. Eu li uma matéria que o novo coronavirus deixa sequelas. https://t.co/7h7tfh6Gev",Negativo
528,ValdemardeSouz9,Principais diferenças entre teletrabalho e home office no contexto da pandemia https://t.co/Mjiwpajo6I,Neutro
529,OsAmigosdaOnca,RN chega a quase 65 mil casos confirmados e 2.308 óbitos por Covid-19; 02 mortes nas últimas 24 horas ☛  https://t.co/kB3TxHlpq4,Negativo
530,SICNoticias,Covid-19. Isolamento obrigatório passa de 14 para 7 dias em França https://t.co/iyIySHnAAw,Neutro
537,vfesamp,"Mais uma pessoa conhecida, amiga da família, está entubada em Araguaína em razão do Covid-19. 
Penso que as pessoas que andam saindo pra rolês em locais movimentados, de duas uma: 
- Não conhece ninguém doente/que adoeceu;
- É negacionista egoísta que fede a chorume.",Negativo
541,HelenShiomi,"@minsaude Por que estão focados em fornecer a todos os municípios do Brasil, a cloroquina se não serve p/ o tratamento da Covid-19?? Se as cidades solicitam outros medicamentos e só chega p/ o tratamento da malária, e a doença em questão é outra causada pelo novo coronavírus!",Neutro
557,brunobaldu,"Tem 6 meses que a pandemia chegou em Goiás.
Nesse período, você contraiu covid-19?",Neutro
563,LucasLucchesi8,Só eu que não estou mais ligando tanto pro covid 19 ?,Neutro
568,lcmottaoficial,A faixa é menos restritiva. Mesmo assim é fundamental manter as medidas preventivas à Covid-19. #DiaDiaComerciario https://t.co/WxEfTWxgiP,Neutro
569,ThieHanss,Pelo menos 3 professores morreram com covid-19 após volta às aulas nos EUA https://t.co/EphzDHdiHg via @UOLNoticias @UOL,Negativo
571,fe_comerciarios,"Esta reclassificação significa, por exemplo, que o comércio não essencial pode voltar a abrir as suas portas, desde que seguidas todas as regras protetivas à Covid-19. Na classificação anterior, Franca e Ribeirão Preto eram as únicas regiões que não haviam chegado no patamar +",Neutro
572,OdraudeSeraos,@brunnosarttori Usou a carta do Covid-19 muito cedo. Vai ter que inventar outra doença.,Neutro
577,robsonmorelli,Covas afirma que aumento de casos de covid-19 entre classes A e B na capital paulista preocupa @estadao:  https://t.co/sbftIidqPZ,Negativo
581,Terra,"#Coronavírus: Com queda nos números da covid-19, todo o estado de São Paulo entra na fase amarela da quarentena https://t.co/9tO6D3LVXC",Positivo
605,RotadoSertao12,"Recuperado da Covid-19, Matheus Costa volta ao trabalho presencial no Confiança

https://t.co/5sEcYnSM5J https://t.co/iEoxrx5Gug",Positivo
643,FoxSportsBrasil,"Boas notícias para o Flamengo!

O goleiro César se recuperou do covid-19 e já voltou a treinar com a equipe

@flavioamendola com as informações do Rubro-negro https://t.co/D05c5634LE",Positivo
691,ajduksportal,Ator The Rock demonstra gratidão a Deus por família se Recuperar da covid-19 https://t.co/RyNF2ejn2y,Positivo
696,nortelivre,"NOVO DECRETO EM BH

Atenção para as novas regras do comércio, Venda Nova!
Confira, ainda, a homenagem de uma moradora do Céu Azul ao marido, vítima da COVID-19.

#coronavirusbh #vendanovabh #pbh #prefeitura #comercio

Leia mais: https://t.co/oixquWWJZy",
697,saaGiovana,Fico feliz que meus primos já se vacinaram contra a Covid-19,Positivo
705,filippebatista,"Com queda nos números da covid-19, todo o Estado de São Paulo chega à fase amarela da quarentena
https://t.co/NZ2Y7ofIVy",Positivo
771,NelsonJ42609039,"O Banco @Bradesco  e @bradescoseguros são os melhores, abriram linha de crédito, facilitam parcelamento de faturas, mas não pagam seguro de vida para quem morreu c covid- 19, bem diferente dos outros bancos, BB, CEF, Itaú e Santander.
👏👏👏👏👏 @bradescoseguros",Positivo
772,BVFAPESP,"CIÊNCIA E TECNOLOGIA PARA O COMBATE À COVID-19: site da FAPESP reúne informações sobre projetos de pesquisa, notícias e vídeos, além de dar acesso à agenda e acervo da FAPESP COVID-19 Webinars Series, entre outras iniciativas. https://t.co/N1BVDQpBcP https://t.co/pltW0I6oTd",Positivo
773,RadioPr41,"Para combater a Covid-19, Hemepar lança campanha de doação de plasma https://t.co/zCYs7d6cfg via @Parana Imprensa",Positivo
792,Cruzeiro,"O Cruzeiro Esporte Clube informa que todos os exames protocolares de Covid-19, aplicados na comissão técnica e atletas para a partida contra o Vitória, nesta sexta-feira, tiveram resultados negativos.",Positivo
829,RedeTV,"Neymar volta aos treinos do PSG após se recuperar da Covid-19: ""O pai tá on"" #BoletimRedeTV! https://t.co/4VkAkKu8gt",Positivo
841,JosianneRitz,"Para combater a Covid-19, Hemepar lança campanha de doação de plasma - Bem Paraná https://t.co/YF8qMPqnQV",Positivo
843,FelipeRebelofnx,"Fiz o teste de Covid-19 , felizmente deu negativo",Positivo
876,yukoaaaat,mainha curada da covid-19 é a maior noticia para mim,Positivo
982,RobertoAlves_10,"É meu dever, meu compromisso. Não podemos esmorecer e nem cruzar os braços, nesta pandemia. Vamos vencer a Covid-19 e superar todas as crises, porque juntos, somos mais fortes.

https://t.co/U4PPIJaqj7",Positivo
1149,dannlelis,"Uma boa notícia. Hoje, o Tocantins superou a marca de 40 mil pessoas recuperadas da covid-19. São 40.024.

🙏🏻",Positivo
1316,PedroHBalistero,"Hoje fiz o teste do covid-19 e para glória de Deus, deu negativo! 🙏🏻",Positivo
1342,todospelasaude,"@emersohn Boa, Emersohn! Só assim vamos lutar contra o aumento de casos da Covid-19. #MascaraSalva",Positivo
1386,FanticospeloFu1,"(Futebol Brasileiro) Fred, do Fluminense, testa positivo para Covid-19.
Desejamos melhoras ao jogador! 🙏🙏 https://t.co/bSKgxv0wUE",Positivo
1486,chatapacrlho,"Sergipe passando no JH como segunda menor taxa de contágio da COVID-19 no BR, eu espero que daqui duas semanas continue na mesma né 🙌",Positivo
1489,jangaDOsantinho,"Incrível o Trabalho do Funchal, Avaí não perdeu ninguém até agora por Covid 19.",Positivo
1514,goldorayo,"Segundo uniforme em homenagem as vítimas da COVID-19.

Que coisa LINDA! https://t.co/MlNZN9tvdA",Positivo
1517,bnesportes,Pai tá on': Neymar volta a treinar no PSG após se recuperar da Covid-19 https://t.co/qgvsAAd7tb https://t.co/fpGrOdMBCh,Positivo
1553,COVID19GovAo,"Neymar anuncia que está curado da Covid-19

O internacional brasileiro Neymar recorreu, ao início da tarde desta sexta-feira, à conta oficial na rede social Twitter para anunciar que está recuperado de uma infeção pelo novo coronavírus

Fonte: notícias ao minuto https://t.co/Ob05EjyNWu",Positivo
1557,gomessmarri,"e vamos de covid-19 negativo. 
Obrigado meu Deus e meus Orixás 🧿🙏🏽",Positivo
1664,GBTD2_,"Quem puder compartilhar aí será de grande ajuda que Deus abençoe cada um de vocês , minha avó venceu a covid-19 mas seu estado agravou com outras doenças,  toda ajuda é bem vinda !!! Boa tarde a todos !! https://t.co/txwwVACtmM",Positivo
1764,Estadao,"Com queda nos números da covid-19, todo o Estado de São Paulo entra na fase amarela da quarentena (via @EstadaoSaoPaulo) https://t.co/re29FZECQZ",Positivo
1770,neymarite,NEYMAR ESTÁ ON! O craque está recuperado da covid-19! ALLEZ 😍🔥 https://t.co/t3KItvNtf2,Positivo
2077,LuizFGodinho,Estamos juntos pra não deixar ninguém pra trás @ACNURBrasil @OIMBrasil @unicefbrasil  La ONU ayuda a la respuesta contra la COVID-19 en Brasil https://t.co/FoK51XpzQF,Positivo
2114,RobPattinsonPT,"NOTÍCIA MARAVILHOSA (Não oficial) #GetWellRob

INFO - Segundo afirma o MuggletNet, o Robert está muito bem, depois de ter contraído Covid-19!
 As filmagens de #TheBatman recomeçarão no final da próxima semana!

Lembramos que o Rob está agora no meio do período de isolamento! https://t.co/arjqB67k5j",Positivo
2205,portaldcmais,"Confira seis boas notícias sobre os avanços científicos no combate à covid-19

Por enquanto, o método mais eficaz no combate contra o novo coronavírus ainda é a prevenção. 

https://t.co/hnPzlWa0Ht

#ciência #coronavírus #covid19 #pandemia #prevenção #saúde #Vacina https://t.co/gkxRib27gr",Positivo
2293,boladojogo10,Neymar se recuperou da Covid-19 e voltou a treinar pelo PSG.,Positivo
2308,marcofeliciano,"1- Após quase 7 meses de luta contra os efeitos do Covid-19 no Brasil, parabenizo o Governo brasileiro @jairbolsonaro, @MinLuizRamos pelas iniciativas tomadas até aqui, onde o resultado tem refletido em milhões de vidas salvas. Investimento estimado de R$ 82,9 bilhões na saúde. https://t.co/TR8JQjDAKi",Positivo
2394,LeiaJaOnline,"Segundo Neymar, de acordo com os exames RT-PCR feitos nesta semana, ele já estaria curado do novo coronavírus. https://t.co/3ltUVhxzDY",Positivo
2569,Reisrd,"O governo federal instituiu um grupo de trabalho interministerial para coordenar a aquisição e a distribuição de vacinas “com qualidade, eficácia e segurança comprovadas” contra o novo coronavírus.  #Saúde https://t.co/Tri8nN0UHG https://t.co/dRuRkGMb5e",Positivo
2646,secomvc,"“Não buscamos apenas uma vacina contra a Covid-19, buscamos e estamos investindo em uma vacina segura e eficaz, em qualidade e quantidade necessárias para imunizar todos os brasileiros”, reiterou.",Positivo
2980,pfofocalizando,"Luísa Sonza anuncia que está curada da Covid-19

Veja o que ela disse: https://t.co/HYoSHR243I https://t.co/WqJZsRCkIz",Positivo
3044,ssaradias_,"Nem eu tô acreditando, mas tô oficialmente curada do covid 19",Positivo
3181,liviolsoliveira,The Rock demonstra gratidão a Deus por família se recuperar da covid-19 https://t.co/j1gpVjtfBv via @anteksiler,Positivo
3193,noticiaaominuto,Neymar anuncia que está curado da Covid-19 https://t.co/6s8YrOicTD #desportoaominuto,Positivo
3209,DiarideSC,"Corticoides contra Covid-19 vão salvar vidas, diz especialista no tema - https://t.co/F4iTRwy76b https://t.co/1H3u4pByzt",Positivo
3210,AgFight,Glover relata recuperação do COVID-19 e descarta pressão para luta com ‘Marreta’  https://t.co/yjbF1CE9jU,Positivo
3266,Jonas_Junior__,Meu grande amigo irá vencer o covid-19. Eu creio!,Positivo
3591,SeuAcervo_Music,"Recuperado da Covid-19, #DiogoNogueira grava vídeo e canta para fã que ficou 54 dias internado na UTI em SP com a mesma doença
 https://t.co/RWVxNptP3w",Positivo
3615,45paulomachado,Bom dia à todos.. A melhor notícia do ano: Covid-19 desacelera! 🙏🙏 https://t.co/DYst2DEuSk,Positivo
3769,Bfrmihcassia,"eu, minha mãe, minha irmã e minha sobrinha pegamos o covid-19 e graças ao bom Deus ja estamos bem 👐",Positivo
148,_budassg,@lilaa_mnds culpa da pandemia,Negativo
177,P3NGUM1N4,@JLIADEMATOS2 Sim porque ter aulas presenciais é muito melhor estar em contacto com pessoas em plena pandemia 😍que ótimo,Positivo
206,thayrontj,"Sexta, sol, calor e... Uma praga de pandemia 😩",Negativo
221,katiaMa79893547,Eu e ela Presente que a pandemia trouxe pra iluminar e alegrar nossas vidas ❤️🎁 https://t.co/Z53h5Bm2L2,Positivo
284,hta_mim,"Odeio com todas as minhas essa desgraça de pandemia dos infernos.
DESGRAAAAAAAAAAÇA",Negativo
474,prefriobranco19,"No combate ao novo coronavírus, a luta é de todos nós. Juntos vamos vencer esta pandemia. 

#transparência #covid19 #fiqueemcasa #coronavírus #novocoronavírus #RioBrancoContraoNovoCoronavírus #prefeiturariobranco #riobranco #acre",Positivo
645,_caahtorres1,vai ser muita sorte se eu sair da pandemia sem enlouquecer de vez 💆🏻‍♀️,Negativo
984,Blaackside,"Puta pandemia, puto virus😣",Negativo
1287,swayinplace,"saí de casa e, pela primeira vez desde o começo da pandemia, não me estressei 🥰",Positivo
1305,nina_campos04,vou me encontrar com a duda depois da pandemia quem amou?! e vamos de ser amiga da duda 🤩🥰,Positivo
1336,julliando1999,"Que testemunho lindooo❤️❤️
https://t.co/ctzil8WLXO via @comshalom",Positivo
86,eutuitochapado,coronavirus pro favor desapareça,Negativo
94,J_Paauloo,"Graças a Deus hoje teve o dia D contra o coronavírus, tá todo mundo vacinado já 🙌🏼",Positivo
100,dougseiji,"Vencemos o coronavirus, partiu praia de novo pô https://t.co/APG3OuifcS",Positivo
108,PtcUrgente,"Morre vice-prefeito de Uberaba por coronavírus

https://t.co/Fs8PLBUTOb https://t.co/KxTXEIjunE",Negativo
111,portalcatalao,"Devido à baixa umidade relativa do ar, sentimos mais irritação no olho, o que pode aumentar exposição ao vírus. Recomendação é lubrificar os olhos, beber mais água e evitar telas.

Leia mais: https://t.co/EBbcRghQus",Neutro
118,BeligoliGeralda,Estudo aponta possível papel protetor da nicotina contra coronavírus @UOL https://t.co/cEqEaD4Oqs,Positivo
119,thiagofc1982,"Primeiro caso de coronavírus na minha família: meu irmão, que mora em Brasília, testou positivo.",Negativo
124,RonildoPimentel,Foz do Iguaçu registra mais dois óbitos e confirma 99 novos casos de Coronavírus nas últimas 24 horas https://t.co/m8eFkrpxg4,Negativo
139,Willyquerdormir,"vai tomar no cu, mulher não tem paz nem quando tá doente VAI SE FUDER TOMARA QUE PEGUE CORONAVÍRUS TBM SEU PORRA https://t.co/AjIke57Nv5",Negativo
147,HayRucker,"Como continuar trabalhando ao lado de gente que acredita cegamente que o coronavirus é causado pelo 5G e que a máscara deixa o sangue alcalino, google pesquisar",Neutro
154,frontier2ban,"Coronavírus: Brasil chega a 128.539 mortes, 1.075 nas últimas 24 horas https://t.co/mMvCUTbSqO via @YouTube",Negativo
155,radioculturafoz,"As vítimas são dois homens, de 65 e 70 anos, que possuíam comorbidades e não resistiram as complicações ocasionadas pelo novo Coronavírus. https://t.co/evCDmLR9nc",Negativo
156,canalCCore2,"China , o maior consumidor de cigarros do mundo
A China é o maior produtor e consumidor (em termos absolutos) de tabaco do mundo, segundo a OMS. Há mais de 300 milhões de fumantes no país, cerca de um terço do total de fumantes do planeta.
https://t.co/X4QshYUBK8",Neutro
157,lovelylittlenat,vai se fuder coronavirus caralhoooo,Negativo
161,o_parana,O município registra 76 mortes pela doença https://t.co/wd3XQeSZME,Negativo
164,Lessaflu,"@crfccamis @Marcelo7Jr_ Saúde é meu ovo esquerdo,um monte de gente indo pra praia,shopping e os crlh,agora tá querendo meter de “a que liga pro coronavírus” se liga porra.",Negativo
168,prefriobranco19,"No combate ao novo coronavírus, a luta é de todos nós. Juntos vamos vencer esta pandemia. 

#transparência #covid19 #fiqueemcasa #coronavírus #novocoronavírus #RioBrancoContraoNovoCoronavírus #prefeiturariobranco #riobranco #acre",Positivo
169,RaizDeisrael,@morena_raai05 @R7Allves3 Coronavírus acabou cm as creches poxa,Negativo
172,carolkomtrikru,a mulher com coronavírus estuprada na ambulância pelo paramédico e vcs aí se doendo por relacionamento de famoso,Negativo
176,luishipolito,Cobertura conjunta da imprensa sobre coronavírus leva prêmio internacional de excelência | Economia | G1 https://t.co/HR2Xec9i3D,Neutro
177,clsonhosreais,"Se Você Deseja Trabalhar em casa Gerando Rendas Diárias, Recomendo que Acesse a Bio Deste Perfil Para Saber mais... #Marketing #marketingdecontenidos #negocio #empreendedorismo #InternetMarketing #DigitalMarketing #renda #empreender #adsense #Google #coronavirus #vendas #TikTok https://t.co/cNdz1ZPDG7",Neutro
182,adxxian,pegar o coronavirus eh assinar uma sentença de morte a qual eu nao quero ser o responsável. nao conseguiria viver com a culpa. provavelmente me suicidaria.,Negativo
183,radiouirapuru,Mulher de 62 anos morre devido ao coronavírus e Passo Fundo chega a 140 óbitos causados pela doença - Rádio Uirapuru https://t.co/DSTkzkaMYh,Negativo
189,MauricioNardiJ5,"@JuhZanca @mfriasoficial @jairbolsonaro Juh🐂, qual o nome desse criminoso SEM MÁSCARA no meio das pessoas em meio a uma pandemia de #coronavirus ?
👉🏻 A propósito, se vc encontrá-lo pergunte a ele que poha é essa de OUTRO HOMEM ficar depositando grana na conta de da ESPOSA dele, taoquêi?!😈 https://t.co/Eo7fdoV85D",Negativo
